id,x,y,z
827,424870.85,2800098.72,13.66
828,424897.72,2800071.59,14.52
829,424912.72,2800051.59,15.64
830,424890.71,2800095.71,13.96
831,424882.69,2800114.94,13.14
832,424930.8,2800044.51,15.98
833,424923.72,2800066.12,14.54
834,424908.1,2800087.11,14.61
835,424905.92,2800109.76,14.19
836,424898.1,2800127.59,13.03
837,424939.59,2800078.55,14.59
838,424927.8,2800108.87,14.6
839,424961.69,2800058.43,16.31
840,424919.83,2800136.49,13.59
841,424958.73,2800075.69,15.31
842,424945.98,2800112.95,14.69
843,424961.69,2800095.81,14.86
844,424984.37,2800064.99,17.1
845,424975.69,2800080.79,16.14
846,424957.4,2800127.6,14.78
847,424944.01,2800146.33,14.4
848,424978.81,2800102.56,15.14
849,424974.42,2800120.68,14.99
850,425006.13,2800074.52,16.09
851,424995.41,2800091.68,16.2
852,424992,2800120.31,15.58
853,424968.78,2800155.79,14.53
854,425005.09,2800106.86,15.56
855,424984.54,2800138.5,14.68
856,425015.98,2800088.61,17.23
857,424986.16,2800159.43,14.08
858,425032.55,2800083.04,16.13
859,425007.68,2800128.04,15.95
860,425003.65,2800147.39,15.11
861,425033.94,2800101.67,16.51
862,425025.45,2800117.02,15.3
863,425025.12,2800134.35,15.77
864,425005.75,2800171.49,14.45
865,425057.51,2800096.19,16
866,425019.58,2800157.03,15.53
867,425040.77,2800126.55,15.54
868,425054.47,2800114.36,16.04
869,425035.86,2800148.65,15.66
870,425028.34,2800183.57,14.7
871,425078.37,2800103.73,16.13
872,425062.49,2800135.11,15.37
873,425045.94,2800167.19,15.55
874,425072.75,2800120.48,16.6
875,425044.25,2800189.85,14.86
876,425067.3,2800154.07,15.97
877,425084.57,2800134.31,15.57
878,425064.54,2800172.91,15.61
879,425110.13,2800115.6,16
880,425081.58,2800169.26,15.87
881,425104.98,2800136.8,15.96
882,425080.45,2800186.55,15.75
883,425068.79,2800200.2,14.79
884,425108.98,2800153.68,15.5
885,425125.31,2800131.79,16.04
886,425098.1,2800177.27,15.9
887,425091.86,2800207.2,15.09
888,425126.03,2800165.46,15.74
889,425108.77,2800198.23,15.92
890,425150.41,2800132.38,16.03
891,425118.64,2800182.62,15.57
892,425141.93,2800157.52,15.94
893,425128.13,2800201.07,15.25
894,425117.2,2800221.02,14.13
895,425162.89,2800147.89,17.84
896,425145.07,2800175.4,15.87
897,425159.86,2800165,16.05
898,425183.39,2800146.52,15.95
899,425161.97,2800183.49,16.19
900,425144.04,2800207.95,15.5
901,425134.92,2800225.7,14.46
902,425176.33,2800172.75,15.74
903,425173.45,2800196.06,16.28
904,425152.21,2800229.85,15.22
905,425203.03,2800152.57,16.08
906,425188.6,2800185.77,15.65
907,425199.16,2800172.07,15.81
908,425176.32,2800213.68,15.78
909,425169.63,2800240.21,14.83
910,425216.59,2800176.59,16.54
911,425199.79,2800207.37,16.28
912,425191.09,2800223.21,15.52
913,425230.34,2800158.52,16.37
914,425211.89,2800193.84,15.76
915,425185.46,2800247.33,14.84
916,425247.71,2800165.2,15.98
917,425214.06,2800217.48,16.14
918,425206.71,2800234.6,15.58
919,425229.49,2800206.36,15.83
920,425202.07,2800252.91,13.73
921,425241.89,2800191.18,16.13
922,425228.68,2800239.11,15.64
923,425267.24,2800173.87,14.52
924,425250.76,2800208.02,15.81
925,425264.84,2800191.71,16.55
926,425225.09,2800259.53,14.85
927,425247.4,2800232.31,15.91
928,425291.01,2800182.86,15.4
929,425274.14,2800213.11,15.72
930,425257.72,2800248.91,15.59
931,425249.93,2800267.72,14.92
932,425272.04,2800237.33,15.82
933,425297.45,2800209.46,16.23
934,425287.45,2800224.4,16.05
935,425265.74,2800274.96,14.79
936,425313.93,2800191.47,13.69
937,425282.83,2800251.13,15.62
938,425295.64,2800239.85,16.45
939,425317.73,2800210.77,16.15
940,425306.89,2800224.58,15.77
941,425284.01,2800281.39,14.09
942,425334.7,2800196.97,14.23
943,425304.84,2800263.44,15.54
944,425326.2,2800237.63,15.64
945,425338.69,2800220.92,16.1
946,425302.21,2800286.25,14.99
947,425324.71,2800257.65,16.07
948,425361.15,2800207.3,15.14
949,425324.51,2800277.83,15.68
950,425351.53,2800243.03,15.5
951,425364.53,2800226.84,16.35
952,425341.66,2800265.64,16
953,425324.09,2800297.24,13.68
954,425379.75,2800211.14,14.01
955,425341.29,2800283.87,15.79
956,425369.83,2800244.42,15.84
957,425360.73,2800259.97,16.28
958,425383.3,2800229.75,16.3
959,425397.13,2800214.21,14.61
960,425360.58,2800277.13,15.84
961,425344.41,2800303.74,14.63
962,425400.9,2800233.9,15.77
963,425379.86,2800273.59,16.44
964,425377.31,2800290.79,15.86
965,425399.66,2800254.28,15.58
966,425369.22,2800307.19,15.21
967,425420.78,2800227.1,13.82
968,425417.48,2800253.25,15.31
969,425396,2800295.53,16.09
970,425386.48,2800310.24,15.76
971,425435.85,2800235.24,14.41
972,425411.02,2800274.4,16.4
973,425432.16,2800269.58,15.43
974,425422.59,2800289.78,15.96
975,425405.49,2800320.94,15.22
976,425461.36,2800235.07,14.22
977,425452.16,2800264.44,15.08
978,425448.17,2800282.11,15.96
979,425433.93,2800306.42,15.73
980,425480.56,2800248.24,14.1
981,425467.87,2800272.98,15.01
982,425453.95,2800299.19,15.98
983,425434.02,2800332.07,14.8
984,425453.49,2800316.82,15.8
985,425495.75,2800261.08,14.82
986,425486.47,2800281.66,14.88
987,425451.54,2800336.25,14.31
988,425475.85,2800304.6,15.72
989,425511.99,2800248.79,13.76
990,425473.23,2800321.41,15.89
991,425510.94,2800269,14.54
992,425527.44,2800259.24,13.81
993,425506.88,2800289.41,14.74
994,425493.15,2800315.99,15.51
995,425475.34,2800344.18,15.15
996,425524.65,2800287.13,14.5
997,425511.01,2800318.92,15.34
998,425495.16,2800348.1,14.93
999,425550.6,2800273.04,14.08
1000,425528.43,2800314.04,15.47
1001,425542.14,2800296.38,14.34
1002,425524.65,2800333.15,15.37
1003,425515.27,2800353.82,14.4
1004,425567.79,2800276.37,14.12
1005,425560.43,2800294.52,14.06
1006,425543.94,2800327.04,15.26
1007,425561.52,2800311.73,14.41
1008,425577.32,2800299.62,14.09
1009,425541.83,2800357.64,15.33
1010,425590.78,2800280.77,13.76
1011,425576.72,2800319.98,14.39
1012,425567.58,2800335.68,15.09
1013,425606.09,2800288.9,13.91
1014,425591.97,2800310.49,13.94
1015,425574.22,2800355.77,15.48
1016,425589.62,2800341.97,14.95
1017,425568.08,2800373.28,15.04
1018,425623.84,2800285.45,13.69
1019,425603.23,2800327.45,14.33
1020,425626.58,2800302.78,13.94
1021,425618.84,2800319.4,13.78
1022,425598.23,2800356.91,15.23
1023,425646.9,2800292.53,14.11
1024,425643.13,2800309.14,13.68
1025,425625.57,2800335.88,14.64
1026,425617.57,2800351.56,14.91
1027,425597.66,2800383.06,14.58
1028,425642.72,2800327.48,13.82
1029,425614.88,2800386.57,14.51
1030,425667.29,2800299.9,13.75
1031,425634.55,2800355.87,14.81
1032,425634.93,2800373.62,15.31
1033,425671.23,2800319.56,13.93
1034,425663.7,2800337.19,13.98
1035,425633.09,2800391.18,14.41
1036,425655.69,2800362.5,14.72
1037,425688.28,2800313.8,13.74
1038,425682.48,2800335.01,13.96
1039,425660.16,2800379.98,15.14
1040,425652.36,2800396.35,14.4
1041,425675.86,2800367.78,14.72
1042,425693.22,2800350.24,14.23
1043,425718.97,2800320.5,13.65
1044,425710.9,2800335.84,13.76
1045,425679.73,2800387.62,15.07
1046,425674.1,2800406.44,14.15
1047,425692.16,2800375.88,14.66
1048,425720.6,2800351.26,13.86
1049,425731.68,2800337.29,13.58
1050,425707.67,2800385.1,14.74
1051,425695.96,2800415.65,14.71
1052,425749.75,2800336.15,13.88
1053,425734.82,2800365.44,14.02
1054,425719.63,2800403.45,15.08
1055,425751.09,2800358.5,13.64
1056,425734.67,2800389.52,14.7
1057,425714.38,2800420.07,14.36
1058,425770.8,2800337.49,13.81
1059,425749.3,2800376.46,14.17
1060,425738.31,2800409.08,15.04
1061,425768.44,2800366.82,13.7
1062,425751.07,2800397.11,14.63
1063,425733.81,2800425.82,14.48
1064,425792.24,2800345.28,14.09
1065,425756.55,2800413.81,14.91
1066,425776.32,2800384.24,13.78
1067,425787.75,2800371.29,13.94
1068,425770.2,2800402.22,14.43
1069,425814.42,2800350.33,13.72
1070,425762.76,2800437,13.81
1071,425795.82,2800393.19,13.95
1072,425776.2,2800422.74,14.9
1073,425810.15,2800377.82,13.97
1074,425790.08,2800409.33,14.3
1075,425779.6,2800441.02,14.69
1076,425815.35,2800401.16,14.1
1077,425795.57,2800430.61,14.68
1078,425837.34,2800362.92,13.76
1079,425808.87,2800419.68,14.32
1080,425828.68,2800389.69,13.77
1081,425799.6,2800451.5,14.19
1082,425826.83,2800428.39,14.29
1083,425815.07,2800443.13,14.77
1084,425861.17,2800377.87,12.82
1085,425842.2,2800411.05,13.93
1086,425854.02,2800397.09,13.65
1087,425846.25,2800437.41,14.29
1088,425830.61,2800463.1,13.96
1089,425879.23,2800386.66,12.46
1090,425860.33,2800413.49,13.81
1091,425880.89,2800409.11,13.46
1092,425859.16,2800455.24,14.62
1093,425879.22,2800428.36,14
1094,425855.07,2800472.46,14.02
1095,425906.62,2800396.31,12.79
1096,425876.41,2800446.55,14.32
1097,425898.92,2800420.19,13.47
1098,425885.87,2800464.58,14.54
1099,425922.8,2800407.52,12.26
1100,425915.44,2800424.84,13.45
1101,425897.7,2800450.37,14.24
1102,425878.43,2800484.12,13.62
1103,425914.95,2800443.5,13.82
1104,425942.12,2800404.08,13.69
1105,425896.02,2800488.64,13.86
1106,425915.84,2800461.06,13.97
1107,425933.93,2800442.59,13.47
1108,425911.66,2800479.92,14.52
1109,425954.22,2800421.67,12.55
1110,425936.91,2800469.54,13.81
1111,425919.69,2800495.67,14.16
1112,425959.59,2800445.83,13.32
1113,425954.15,2800468.49,14.18
1114,425941.92,2800489.85,14.22
1115,425985.57,2800422.71,12.62
1116,425976.45,2800441.18,13.75
1117,425946.98,2800510.94,14.26
1118,425977.08,2800466.08,13.43
1119,425964.83,2800482.55,13.89
1120,425959.34,2800498.65,14.27
1121,425998.41,2800438.03,12.56
1122,425993.93,2800470.78,13.62
1123,426003.96,2800454.59,14.57
1124,425982.63,2800493.69,13.87
1125,425967.85,2800524.1,13.75
1126,426022.29,2800445.68,12.83
1127,426016.01,2800467.15,14.16
1128,425998.75,2800499.51,13.83
1129,426012.05,2800484.74,14.03
1130,425994.98,2800517.81,14.25
1131,425984.15,2800531.39,14.02
1132,426041.37,2800459.75,12.91
1133,426029.72,2800481.05,13.59
1134,426015.33,2800511.35,13.96
1135,426001.21,2800539.83,14.31
1136,426038.69,2800496.39,13.78
1137,426021.23,2800529.58,14.2
1138,426060.48,2800473.71,12.28
1139,426033.83,2800515.03,14.11
1140,426021.36,2800547.97,14.07
1141,426036.17,2800538.46,14.32
1142,426061.18,2800495.42,13.65
1143,426062.21,2800513.33,13.92
1144,426049.79,2800527.32,14.21
1145,426039.8,2800560.47,14.26
1146,426083.48,2800486.13,12.73
1147,426086.04,2800510.84,13.62
1148,426076.23,2800525.02,14.12
1149,426064.81,2800541.94,14.34
1150,426105.29,2800488.21,12.72
1151,426059.1,2800569.85,13.68
1152,426083.4,2800546.59,14.37
1153,426097.69,2800524.9,13.81
1154,426124.08,2800503.16,13.1
1155,426084.74,2800566.07,14.31
1156,426115.51,2800526.3,13.79
1157,426101.03,2800552.28,14.43
1158,426081.02,2800584.42,13.2
1159,426139.82,2800511.72,13.49
1160,426105.23,2800571.22,14.28
1161,426124.37,2800547.14,13.96
1162,426106.57,2800594.97,13.08
1163,426140.82,2800541.85,14.01
1164,426129.58,2800566.88,14.51
1165,426154.29,2800524.23,12.31
1166,426121.56,2800582.6,14.19
1167,426118.32,2800607.79,12.89
1168,426161.47,2800545.15,14.01
1169,426157.57,2800562.42,14.05
1170,426137.66,2800599.63,13.98
1171,426180.1,2800537.11,12.86
1172,426148.84,2800585.55,14.4
1173,426134.66,2800616.95,12.83
1174,426176.85,2800556.49,14.69
1175,426154.3,2800603.19,14.11
1176,426173.06,2800575.32,14.14
1177,426203.46,2800554.56,14.02
1178,426163.36,2800628.81,13.4
1179,426190.93,2800581.41,14.28
1180,426184.25,2800607.48,14.01
1181,426207.94,2800586.75,14.47
1182,426186.29,2800625.07,13.64
1183,426220.97,2800568.84,13.19
1184,426179.47,2800644.41,12.17
1185,426205.05,2800617.59,14.04
1186,426226.84,2800597.87,14.35
1187,426201.44,2800637.68,13.7
1188,426222.08,2800622.7,14.46
1189,426205.47,2800657.25,13.07
1190,426251.64,2800584.81,12.77
1191,426220.09,2800643.78,13.83
1192,426241.97,2800623.33,14.26
1193,426222.07,2800664.69,13.69
1194,426256.93,2800611.52,14.36
1195,426258.79,2800631.32,14.11
1196,426244.79,2800647.72,13.93
1197,426239.12,2800664.96,13.11
1198,426274,2800606.4,13.4
1199,426235.7,2800681.82,12.56
1200,426257.46,2800662.82,13.93
1201,426289.02,2800614.59,13.67
1202,426279.88,2800637.06,14.01
1203,426252.84,2800689.04,14.25
1204,426278.43,2800656.71,14.27
1205,426303.38,2800624.99,13.94
1206,426271.25,2800683.46,13.21
1207,426295.56,2800655.8,13.85
1208,426285.94,2800674.56,13.72
1209,426281.48,2800702.76,12.48
1210,426322.67,2800634.75,13.79
1211,426312.83,2800656.96,13.99
1212,426302.17,2800684.35,13.8
1213,426321.52,2800672.94,13.76
1214,426304.96,2800701.64,13.33
1215,426340.43,2800645.3,13.03
1216,426318.67,2800690.57,13.87
1217,426306.16,2800719.32,12.68
1218,426338.62,2800666.16,14.23
1219,426334.51,2800684.23,13.9
1220,426358.11,2800660.77,13.8
1221,426330.63,2800710.74,13.46
1222,426352.22,2800687.09,13.92
1223,426325.93,2800730.67,12.74
1224,426376.28,2800674.89,13.3
1225,426347.8,2800725.56,13.37
1226,426360.31,2800708.13,13.96
1227,426345.4,2800744.02,13.04
1228,426374.66,2800694.96,13.73
1229,426392.24,2800682.8,12.22
1230,426378.64,2800712.64,13.73
1231,426370.55,2800741.54,13.11
1232,426406.65,2800697.28,13.14
1233,426396.11,2800722.44,13.64
1234,426373.78,2800762.95,12.33
1235,426386.4,2800748.95,13.06
1236,426416.32,2800712.07,13.11
1237,426414.31,2800730.27,13.69
1238,426411.25,2800749.79,13.53
1239,426404.99,2800767.6,12.85
1240,426397.53,2800782.99,11.98
1241,426431.35,2800725.24,13.45
1242,426427.97,2800758.23,13.51
1243,426413.52,2800792.85,12.27
1244,426427.74,2800777.27,12.75
1245,426453.33,2800736.27,13.24
1246,426444.69,2800753.26,13.86
1247,426448.54,2800770.77,13.41
1248,426438.69,2800791.92,12.56
1249,426431.06,2800807.92,11.95
1250,426476.66,2800756.41,13.51
1251,426466.6,2800777.38,13.21
1252,426451.6,2800804.57,12.61
1253,426446.56,2800821.04,11.9
1254,426495.81,2800761.97,12.99
1255,426484.75,2800775.28,15.04
1256,426468.49,2800810.56,12.68
1257,426462.68,2800832.88,10.88
1258,426498.36,2800792.67,13.3
1259,426496.37,2800811.06,13.07
1260,426516.04,2800780.31,13.68
1261,426490.51,2800829.46,12.38
1262,426513.7,2800807.96,12.52
1263,426487.11,2800849.96,10.82
1264,426534.89,2800783.92,13.67
1265,426508.01,2800824.63,12.72
1266,426529.33,2800800.9,14.35
1267,426530.09,2800823.3,12.88
1268,426515.33,2800840.37,12.42
1269,426506.71,2800862.96,11.48
1270,426551.13,2800803.17,13.56
1271,426550.02,2800823.65,12.96
1272,426535.29,2800851.26,12.22
1273,426568,2800811.09,12.39
1274,426550.87,2800843.81,12.8
1275,426532,2800876.15,11.7
1276,426566.03,2800832.44,12.19
1277,426554.71,2800864.9,11.91
1278,426547.1,2800884.77,11.4
1279,426582.51,2800825.68,12.3
1280,426568.74,2800849.77,11.91
1281,426569.72,2800879.01,11.86
1282,426600.62,2800835.04,11.27
1283,426590.2,2800854.05,11.82
1284,426565.84,2800899.99,10.72
1285,426586.61,2800873.11,12.19
1286,426587.67,2800894.3,11.79
1287,426582.95,2800912.09,11.01
1288,426623.12,2800848.64,11.2
1289,426611.37,2800873.68,11.84
1290,426604.77,2800899.81,11.74
1291,426631.44,2800866.27,12.11
1292,426626.97,2800888.14,11.89
1293,426619.62,2800908.82,11.73
1294,426603.54,2800929.84,10.76
1295,426648.74,2800870.72,11.26
1296,426617.52,2800941.86,10.88
1297,426644.37,2800902.25,11.7
1298,426633.19,2800924.19,11.62
1299,426671.75,2800889.55,10.87
1300,426661.59,2800911.76,11.83
1301,426646.19,2800937.26,11.52
1302,426637.13,2800957.48,10.54
1303,426663.34,2800930.13,11.95
1304,426679.58,2800923.86,11.75
1305,426698.94,2800908.23,10.93
1306,426669.07,2800957.92,11.51
1307,426660.59,2800975.25,10.71
1308,426695.1,2800935.66,11.62
1309,426678.75,2800980.04,11.49
1310,426691.3,2800966.11,11.51
1311,426709.88,2800944.25,11.57
1312,426684.27,2800996.37,10.02
1313,426724.55,2800931.58,10.72
1314,426714.81,2800960.55,11.27
1315,426701.55,2800982.06,11.21
1316,426700.54,2801001.33,10.94
1317,426737.07,2800948.91,10.61
1318,426730.78,2800967.37,11
1319,426717.09,2800992.41,11.05
1320,426711.91,2801017.24,10.19
1321,426753.66,2800964.61,10.88
1322,426735.99,2800993.26,11.42
1323,426750.68,2800982.29,11.1
1324,426734.13,2801011.82,11.03
1325,426724.93,2801030.7,10.35
1326,426754.79,2800999.41,11.18
1327,426747.64,2801027.99,11.11
1328,426778.72,2800978.01,10.49
1329,426740.41,2801044.7,9.71
1330,426774.8,2801010.15,11.02
1331,426765.18,2801030.93,10.95
1332,426793.75,2800990.85,10.09
1333,426759.52,2801062.98,9.88
1334,426785.53,2801023.51,10.89
1335,426778.92,2801047.38,10.7
1336,426810.98,2801008.59,10.34
1337,426798.02,2801035.35,10.76
1338,426775.55,2801075.05,10.34
1339,426794.08,2801057.49,10.73
1340,426787.01,2801087.93,9.39
1341,426818.18,2801044.44,10.68
1342,426805.19,2801071.65,10.78
1343,426832.4,2801032.31,9.83
1344,426817.44,2801087.42,10.79
1345,426805.95,2801108.05,9.89
1346,426831.18,2801063.74,10.66
1347,426855.65,2801053.72,9.8
1348,426832.51,2801099.2,10.89
1349,426847.19,2801078.83,10.73
1350,426826.54,2801127.43,9.91
1351,426870.6,2801070.84,9.94
1352,426859.02,2801091.53,10.87
1353,426850.77,2801121.11,10.99
1354,426844.12,2801138.37,10.31
1355,426884.05,2801084.46,9.83
1356,426875.63,2801108.2,11.04
1357,426864.32,2801134.12,10.93
1358,426856.2,2801155.89,9.98
1359,426895.13,2801101.57,10.48
1360,426892.59,2801119.83,10.97
1361,426877.86,2801144.79,10.86
1362,426874.8,2801178.74,9.29
1363,426916.66,2801112.94,9.94
1364,426903.97,2801134.28,10.9
1365,426892.23,2801162.46,10.92
1366,426890.77,2801187.84,10.73
1367,426928.21,2801131.73,10.41
1368,426915.66,2801148.22,10.86
1369,426909.47,2801177.53,11
1370,426941.1,2801144.63,10.43
1371,426932.59,2801167.91,10.88
1372,426905.8,2801212.64,10.24
1373,426920.94,2801190.33,11.11
1374,426955.06,2801158.56,10.13
1375,426920.99,2801227.75,10.6
1376,426951.07,2801181.71,10.9
1377,426939.68,2801209.06,11.24
1378,426935.35,2801236.94,11.7
1379,426974.16,2801178.84,10.13
1380,426963.51,2801201.82,11.15
1381,426958.07,2801219.73,11.62
1382,426985.38,2801193.48,10.37
1383,426958.78,2801239.91,11.86
1384,426947.86,2801254.39,10.46
1385,426982.54,2801218.56,11.31
1386,426977.49,2801240.96,12.05
1387,426966.27,2801264.33,12
1388,426997.96,2801232.79,11.69
1389,427012.86,2801213.59,10.08
1390,426994.04,2801250.04,12.41
1391,426975.58,2801281.54,12.69
1392,426991.54,2801266.93,12.37
1393,427024.38,2801229.14,11.36
1394,427013.63,2801245.34,12.29
1395,426994.02,2801297.36,12.54
1396,427038.13,2801244.28,12.28
1397,427027.75,2801262.45,12.45
1398,427020.8,2801282.66,12.65
1399,427012.14,2801312.49,12.53
1400,427042.9,2801284.26,12.7
1401,427032.67,2801298.42,13.31
1402,427029.35,2801322.09,12.46
1403,427062.67,2801269.52,12.53
1404,427052.63,2801309.19,13.8
1405,427077.64,2801280.2,12.04
1406,427068.36,2801295.95,12.78
1407,427052.48,2801326.93,12.81
1408,427046.62,2801345.25,12.43
1409,427068.07,2801316.92,13.35
1410,427087.57,2801295.8,12.59
1411,427068.56,2801340.38,12.46
1412,427089.76,2801313.98,13.12
1413,427062.62,2801356.78,12.04
